-0.313412975,3.107613955,9.04050561,Walking'
-0.310815255,3.075747135,9.052177355,Walking'
-0.34745852,3.123415685,9.03074925,Walking'
-0.437253065,3.25099071,8.924961435,Walking'
-0.539102405,3.378529845,8.881051765,Walking'
-0.5712685,3.44290993,8.84209811,Walking'
-0.621151685,3.429945325,8.858953295,Walking'
-0.49047616,3.457801865,8.84203824,Walking'
-0.52336051,3.49818006,8.840182735,Walking'
-0.533930905,3.56348192,8.813307835,Walking'
-0.638617375,3.687513545,8.68683412,Walking'
-0.44299913,3.62033224,8.770020655,Walking'
-0.200083425,3.58127085,8.77427036,Walking'
0.037696715,3.54009058,8.82714631,Walking'
0.195498555,3.49491199,8.8477604,Walking'
0.322702485,3.481073505,8.85169887,Walking'
0.38199488,3.51899766,8.838877925,Walking'
0.256203525,3.540497595,8.837644915,Walking'
0.3260783,3.60067586,8.78895882,Walking'
0.299825895,3.64822471,8.767734215,Walking'
0.42081688,3.59666557,8.88267982,Walking'
0.36559461,3.721068275,8.783643655,Walking'
0.31140186,3.79215212,8.78072271,Walking'
0.2817377,3.88337121,8.718425585,Walking'
0.30334537,3.956561945,8.681507,Walking'
0.286298665,4.021013855,8.65432083,Walking'
0.276733825,4.07897747,8.635717875,Walking'
0.30224403,4.119056415,8.607298715,Walking'
0.278002725,4.136665765,8.60600585,Walking'
0.279391355,4.08870989,8.63529891,Walking'
0.28196512,4.094827095,8.623339895,Walking'
0.280911675,4.106271405,8.60775365,Walking'
0.245453545,4.102261115,8.609992255,Walking'
0.253522,4.099519745,8.62252589,Walking'
0.25242066,4.11564468,8.60960919,Walking'
0.29093139,4.11904446,8.59992465,Walking'
0.295013505,4.136234845,8.595591135,Walking'
0.314418525,4.17206409,8.567722615,Walking'
0.315699425,4.17163314,8.580998475,Walking'
0.351253315,4.20555898,8.55126248,Walking'
0.37167585,4.20682789,8.546438135,Walking'
0.374237645,4.18767426,8.56196455,Walking'
0.413311015,4.15176124,8.571050525,Walking'
0.42726922,4.086650925,8.611225245,Walking'
0.42558132,4.021780045,8.641978765,Walking'
0.438067075,3.97467412,8.66564546,Walking'
0.475548305,3.916399225,8.682249255,Walking'
0.50650533,3.846213175,8.72784683,Walking'
0.514310425,3.809282615,8.73470622,Walking'
0.553407725,3.78240771,8.73718422,Walking'
0.563571115,3.755856025,8.75593084,Walking'
0.550786075,3.73391318,8.767147645,Walking'
0.59000308,3.721726685,8.76887149,Walking'
0.609240495,3.710019035,8.775287925,Walking'
0.5955696,3.701926645,8.77948972,Walking'
0.60661884,3.71131191,8.77644908,Walking'
0.620541125,3.737851655,8.7623951,Walking'
0.553958385,3.785663865,8.74162541,Walking'
0.269108235,3.95853721,8.609094375,Walking'
-0.129430555,4.171429635,8.419042665,Walking'
-0.453449845,4.357614725,8.26341955,Walking'
-0.715267775,4.51055631,8.149706945,Walking'
-0.99561681,4.60807214,8.07542685,Walking'
-1.207395925,4.659822825,8.03946597,Walking'
-1.27560673,4.71089113,8.02796183,Walking'
-1.32566949,4.76000817,7.98108335,Walking'
-1.364575275,4.74334453,8.018851905,Walking'
-1.338274975,4.715751355,8.009801825,Walking'
-1.12849502,4.55665664,8.13349825,Walking'
-0.821390785,4.354011395,8.329200285,Walking'
-0.826298895,4.256555405,8.400332025,Walking'
-0.948534845,4.24822358,8.351777625,Walking'
-1.04421911,4.27865388,8.3400939,Walking'
-0.998872935,4.43324748,8.256991145,Walking'
-0.96419294,4.70739555,8.01782237,Walking'
-1.030165155,4.96812412,7.845942625,Walking'
-1.146128295,5.25965408,7.62220448,Walking'
-1.268795205,5.50547875,7.485651185,Walking'
-1.22815363,5.71516294,7.405158125,Walking'
-1.418049735,5.932149435,7.33300886,Walking'
-1.256668575,6.0737545,7.17989966,Walking'
-0.97169873,6.211313365,7.22591621,Walking'
-0.629399715,6.466714835,6.91289828,Walking'
-0.585801315,6.561692805,6.75363599,Walking'
-0.634786675,6.413587485,6.978319865,Walking'
-0.83215271,6.34816593,6.976105225,Walking'
-0.82206116,6.178859955,7.128292665,Walking'
-0.77912116,5.97349731,7.27696062,Walking'
-0.839383215,5.820627545,7.353263825,Walking'
-0.74155613,5.69001187,7.396946035,Walking'
-0.605756995,5.654290375,7.510491045,Walking'
0.01897401,5.7885213,6.62743764,Walking'
0.466007365,5.875287165,6.15476237,Walking'
1.008222245,6.014402255,5.45241133,Walking'
1.520808865,6.30230503,4.50145835,Walking'
2.130169115,6.507739495,3.7335421,Walking'
2.19688355,6.64296399,3.61285037,Walking'
2.185283635,6.69601948,3.6148136,Walking'
1.97265459,6.614832085,3.65697547,Walking'
1.99091039,6.47339463,3.6997359,Walking'
2.059264845,6.35920318,3.77940295,Walking'
1.509687825,6.03079054,4.742003725,Walking'
1.01141856,5.683260195,5.54735332,Walking'
0.508815765,5.325674205,6.486203595,Walking'
0.048135435,4.9333962,7.452611125,Walking'
-0.27101165,4.56588627,8.39147338,Walking'
-0.283365735,4.389050545,8.51226088,Walking'
-0.22118832,4.367215445,8.490533495,Walking'
0.16915036,4.49528129,8.39659701,Walking'
0.35796907,4.651191715,8.34118323,Walking'
0.35662832,4.67391271,8.318294675,Walking'
0.382653315,4.64594841,8.336263155,Walking'
0.32655716,4.624496375,8.336777905,Walking'
0.307894365,4.5944731,8.36572381,Walking'
0.32549176,4.550731055,8.372655035,Walking'
0.27772745,4.491474545,8.419964465,Walking'
0.286466305,4.45443625,8.426656235,Walking'
0.25724509,4.371046195,8.45585351,Walking'
0.10618293,4.17393158,8.55868448,Walking'
-0.003686985,3.962595385,8.68617572,Walking'
-0.095827835,3.848272235,8.75306972,Walking'
-0.117890425,3.83579846,8.719526965,Walking'
-0.06837833,3.76312246,8.773947175,Walking'
-0.060357755,3.732440745,8.77770605,Walking'
-0.110456435,3.70535035,8.77911862,Walking'
-0.142155665,3.66091396,8.798200415,Walking'
-0.134997025,3.584107965,8.85540986,Walking'
-0.20859479,3.62099064,8.844061365,Walking'
-0.29041664,3.81176061,8.72588356,Walking'
-0.36079421,3.98957796,8.608507795,Walking'
-0.37809233,4.05063011,8.58861199,Walking'
-0.369006325,4.02304891,8.628200095,Walking'
-0.3784754,3.991601075,8.651364,Walking'
-0.527263065,3.972543225,8.63165973,Walking'
-0.614531715,4.02950129,8.66058169,Walking'
-0.549265785,4.069676,8.58437425,Walking'
-0.546464565,4.11474686,8.550197015,Walking'
-0.452324555,4.091080195,8.55752326,Walking'
-0.33533189,3.96696479,8.645713685,Walking'
-0.29038076,3.861464295,8.70048107,Walking'
-0.27287914,3.790655775,8.731916935,Walking'
-0.294510765,3.75395266,8.740464235,Walking'
-0.301310285,3.73253652,8.749957225,Walking'
